Review,Date Posted
Very bad service never turns I waiting 8.15 Sunday 12th September never turned up... I ended late work.... tramore service needs improve 1st time I late work.. u need driver's.... Tramore service needs improved,2021-09-12
I use service sometimes I use service sometimes every time late 30 min terrible service worst all!!!!,2021-09-11
"Cork useless Really really bad transportation. The time car gets point faster means something wrong city. In Switzerland even accident major trafic delay, always priority move along pass specific routes. In cork simply unreliable. I understand cities lots traffic late 25 mins. More 3 times week unacceptable. Get roads fixed. More priority lanes specific lights properly control trafic. Take taxi rent bike. The waste money stress giver.",2021-09-08
FALSE AND MISLEADING TIME TABLEBuses always late several cancelled buses late noticed dangerous driving speeding make lost time longer fit purpose sooner company wound private company formed better laugh Irish joke false misleading time tabl,2021-09-01
There greater pleasure There greater pleasure drivers running fast behind back passenger needs another two meters walk stop. Many times. Thank 205 220,2021-08-27
TRALEE TO DINGLE 2pm CANCELLEDTRALEE Dingle 2 pm always late 20 30 minutes later every day misleading time table misleading advertising would say 2pm Tralee Dingle longer availabl,2021-08-24
I waiting I I waiting I got get rude keep mind I 14 loads seats man knocking window hoping ta get cause see son ignored know I waiting next I get back buy 2 I return ticket Im wasting time company joke Im left standing middle Waterford money water hot day phone gonna die I one contact service shocking,2021-08-24
"Garbage Garbage. This service joke bad one that. I left standing Achill County Mayo despite time sign . After calls I told 10 mins away. More 30mins later turns inform one hour pick up? What about?! His attitude also totally unprofessional. So I two others missed appointments. If drivers can't arsed turning advertise service? I bought return ticket course I use I make arrangements. Money wasted non service. Never again, I've pissed Error last time.",2021-08-14
"Whats happened ? Its sad see service deteriorate everytime I come back visit Ireland. I tried using services get Blarney Kinsale, I trying show friend Brazil around embarrassingly enough I couldnt rely National service buses either didnt show service stops altered information given. For National company really sad completely unprofessional lacking many ways.",2021-08-12
So grateful I slept tough alarm clock running late get nx express Dublin. I got 109 takes ages gose though towns would definitely late. Asked driver 109 long takes Dublin 109 I missed Nx got actually stopped stoppes stopped nx coming way said get get work time. Was first week new job wanna late grateful. So kind bad thank you.,2021-08-12
"The website inefficient The website inefficient, unreliable time consuming.",2021-08-10
"Still waiting Been waiting local local route station Clonmel. I since 4pm, due depart 4:15, never arrived wait 645 . Thank much justifying dislike company reminding hate paying ever overpriced fares service gets worse worse.",2021-08-09
"always late, doesnt stop, rude drivers.absoultely awful. buses late everytime, often dont stop even people waiting stop.there many occasions left stranded stops hours, late work waiting 40 minutes doesnt come.the drivers also rude. also many horrible experiences drivers making sexual comments me, knowing student leap card.if planning trip, please order taxi take Mathews . save trouble late, harassed sick drivers.",2021-08-06
"consistently leaves stop 20 minutes late early. Have wait 40 minutes every time. I take 241 East Cork every morning afternoon work. This never time, left 20 minutes early 20 minutes late many occasions, leading consistently wait stop 40 minutes. This morning I arrived 17 minutes early waited 35 minutes realise left I arrived I couldnt go work. I dont understand drivers find difficult stay even 10 minutes within schedule least.",2021-07-21
Left female friend stranded cork Left female friend stranded cork city Sunday 22 miles from. Her home 233 cancelled 18th July,2021-07-18
"Driver break excuse leaving late Like many people review ireann forum, I satisfied. I often wonder manage keep staff recruit new staff. No wonder driver shortage issues recents weeks months Waterford City. On recent journey, route 40 14 minutes late leaving Waterford Station due driver break time. This shouldnt happen timetables changed accommodate same, else change driver rosters. Luckily told us break time, time leave full passengers waiting zero explanation leaving time everyone boarded, case last week. To future readers current/future passengers ireann, I would recommend using alternative company Dublin Coach possible buses comfortable, cleaner, MORE RELIABLE, drivers rarely rude able successfully communicate people.",2021-07-10
I'm stopping you! The 202 A Knocknaheeney June 27 arrived Wolfe Tone St stop 2.30 Full sign up. I person stop passed I counted least 2 empty seats! The pulled 20 yards beyond stop left 2 people pulled away immediately I got chance get there. Is policy? How expect people respect staff type behaviour tolerated. I expect I'm wasting time review seems accountability.,2021-06-27
Lost Wallet The inspector Parnell Place helpful retrieving lost wallet. Only took 20 minutes track returned within hour.,2021-06-16
"Can't relied I've relying service 4 days they've already f*cked schedule sideways. I could go forever complaints. Ive waiting certain 2 days says everywhere timetables I never informed cancelled, even asking schedule. When sitting stations get multiple ppl asking seen . I've also noticed people getting rejected change ticket, unbelievably pathetic, cant reject passenger get p*ssed know work machines YOU change, leaving stranded nowhere go. Oh, fix wonky machines keep trying charge everyone twice much return ticket. I could go many complaints I think already well known across Ireland service A$$.",2021-06-12
"says service front... Standing stop heuston Station today waiting 115. My ticket paid already due arrive 9.43 go mullingar. A drives says ""out service"" front back says drives says 115. How hell supposed use service can't even put number front ??!! This second time happened me. Pure Incompetence. Rarely time usually dirty buses well. Stay well away use different service!!",2021-06-10
"Rude Driver Hi I want inform driver 17.00 Donegal rude customers. I pay travel ireann again. There delay ticket checking I even arrived. And aggressive towards boyfriend went toilet shouting saying fault late. He shouted ticket already used, wasn't!!!!!! I'm liar maybe learn use ticket machines. Then became I shopping bag shouted aggressively put luggage truck. If anything stolen missing I expect ireann reimburse me. No wonder cut services give customer service like this. Not happy customer.",2021-06-05
"Very rude drivers drivers really rude get agitated everything reason. Terrible service, cut routes alot without informing passengers too.",2021-06-01
"The worst service Europe. The worst service Europe.- Rude, arrogant, unhelpful drivers-unreliable buses, sometimes early, often late. Sometimes show !-overpriced-dirty",2021-05-25
Great way get around Great way get around Ireland,2021-05-24
"Just overall poor unreliable Just overall poor unreliable service. Not mention routes constantly cut, recently route 51 times.",2021-05-22
"Terrible driver I took william street, limerick city 19th may 8.50pm, making payment card, card fell side barricade asked driver could help get card said possible theres nothing card gone. He went say blocking queue move side, helpful also rude, knowing fully well card fell could reach it. Thankful kind people behind helped get card out. Very terrible service driver, absolutely appalling. Terrible service, people treated way.",2021-05-19
"Me partner waited Me partner waited , like obese porn-addicted 50 year old man, never came. The due afterwards also failed arrive disappointment immeasurable day certainly ruined.",2021-05-14
"Extremely unreliable Honestly, giving company one star extremely generous point.",2021-05-07
"The driver pulled away without The driver pulled away without letting single person on, booked tickets. Very upset saddened",2021-04-29
"Most unreliable service possible Most unreliable service possible. Terrible website, Ive complained many times I ended stranded random town Ireland trying get another one, told I waiting running anymore, even though isnt mention journey planner website. Utter nonsense, thats going years without change.",2021-04-25
"The worst company ever The worst company ever, unreliabl",2021-04-24
"Absolutely terrible joke Absolutely terrible joke company , I walked hour wile I arrived time drove striaght past I middle road waving never stopped I ran fast I could next stop I'm middle road passed again... absolutely useless anybody empty, 105 blanch drogheda 10:24 white haired old driver must blind deaf bit stupid side glasses, I rang complained wile customer service good said ye ye ye ye phone agreed untill I stopped talking told wait another hour even though one drove less 60 seconds ago, serious time waisters I'll rely problly drive right past again, I use buses often I see people throw fuss useless share sausage pullers stranded 3 hours waiting JOKE !!!! If next drives it'll cctv",2021-04-19
"Terrible terrible terrible company Terrible terrible terrible company. If I alternative choice Id take I dont Im forced use ridiculously terrible services. Buses notoriously late, normal stage, often dont show - warning, heads - simply . Buses repeatedly full peak times. The company doesnt bother sending extra despite listed timetable despite knowing theres loads people travelling work. If dont get on, tough luck, wait another hour, two get next home. ( Yes Ive waited two hours before). No stops rural areas wait hope youre right place. But honestly worst worst online ticketing system. Its buggy several times Ive tried getting ticket either didnt work took money didnt give ticket order number return. Biggest shtshow public transport I've ever seen.",2021-04-08
"I went aboard 1:30 pm I went aboard 1:30 pm Clonmel Limerick, I pass I laid machine, I habit saying I going since I used long time. The driver attitude ""you pass travel anywhere, say going"" snotty tone scanning I two heads, I felt embarrassed uncomfortable, I never experienced driver. He ignorant one bit polite. This first time. I've bad experience . To make situation worse driver mask either.",2021-04-02
"Horror Saying terrible experience company would like saying nothing. My car broke I booked ticket online, line 32, omagh - dublin airport, I came 15 minutes early case. Of course arrived 10mins late, best part happened next. I started walking toward driver drove depot without stopping even slowing down, pretending see me! I chased much 2 travel bags. Used phone torch attract divers attention kept going. No way see waiting I person (it 2.45am). So I left alone middle night, bags, without idea make time airport. I option drive faulty car barely made trip. Not I forced pay car park I also pay someone get ride completely undriveable now. I wrote complaint answered, got automatic email ""how do?"" asking complaint handled (?!) Absolute disgrace, apology nothing, didnt even offer refund. Its scandal Im going leave like that. I strongly disadvise using service, mistake im going commit ever again.",2021-03-06
"This company couldnt give damn arrived 30 minutes late, didnt show sign max capacity. In fact, didnt even stop. It drove straight past us without warning. We waited hour dark freezing cold. There supposed another one I waited another 40 minutes never came. Ive using services 7 years I always feel anxious taking anywhere, never time never arrive. Its become staple theirs. Any regular passenger agree. As company continuously bombarded shockingly low ratings bad reviews years, I expecting improvement long time. I cant wait day I get drivers license I stop relying entirely unreliable transportation.",2021-02-20
"I'm constantly waiting hour I'm constantly waiting hour 109x show either 8 10 navan I work till hours time I get early catch end waiting gonna show everytime I've emailed always said technical difficulties , know gonna technical difficulties hire another like always used I'm dragging parents bed hours night collect due updated let know cancelled etc busses coming navan like used",2021-02-01
WORST EXPERIENCEOne drivers drives 20 Galway Dublin airport extremely RUDE someone sufferers social anxiety I panic attack whole way destination. I dont know issue needs retrained talk passengers respectful human.,2021-01-29
"ireann driver refusing travel pass I Free Travel Pass. During Covid-19 Lockdown pass expired Irish Government said transport operators accept expired travel passes. During Level 3 Lockdown I due travel MRI scan. I got ireann presented (expired) Travel Pass. The driver, wearing mask, began abuse front passengers refused take board. I explained Government acknowledged instructed transport providers accept expired travel passes, driver became angry came seat without mask abusing me. He threatened call police refused drive , I concerned safety mask I disembarked . As result drivers abuse refusing accept travel pass I missed important MRI scan level 5 lockdown I get MRI scan till level 5 lockdown over.",2021-01-16
"Well priced Well priced! 12 quid 300km trip 2 biggest cities, bad! Quite clean comfy. Funny thing: Cork Whitegate ( 45km? ) also costs 12 quid. Are serious?",2021-01-11
"dangerously dirty tables Covid Trains departed arrived time Friday today trip Dublin Kerry I cleaned table I sat disinfectant wipe filthy even visually! In time Covid, unacceptable dangerous.",2020-12-20
"Worst ever Worst ever, ratoath dublin show wants may 20 minutes late may 1hr 20mins late ( exaggeration) yet charge high fares 7euro single constant late take 1hr 20 km. Oh wait may show super early wait departure time, amazing serv",2020-12-19
c um chair :(,2020-12-04
100x drogheda dublin airport is100x drogheda dublin airport disaster. I waiting 5.55 pm come 6.26 yesterday 28 Nov.the driver never stop take donore road I stay till next 1.few drivers respect what's ever. They unser hello good morning. I think traning department tranings special costumers service. HR take care situation. When see costumers rewius ar bad well done somthing. Regards,2020-11-28
How dis possible let child How dis possible let child leap card enough money. It less euro. In cold weather walked home alone 6 km.,2020-11-25
"The service goes Drogheda The service goes Drogheda Dublin City Center complete disgrace. No simple regard customer service. There morning I literally called one man shaking head, I actually scared come fight me. Is pay? work environment? most, drivers work company clearly unhappy therefore express customers. Not talk quality, dirty, bottles rolling around I always can't tell pee spill drink floor sit time. Just bad service together. At point need stop service renewed, especially middle pandemic.",2020-11-07
"Pathetic service Pathetic service. claim clean seats daily thats first lie gone finding people injecting, pissing back seats let alone scheduling doesnt go post online goes drivers time miss flight due service another issue recently contact trash service seeking transportation 5 6 year old children avoid walking 45 mins 2 times day get school say buses full since September walked past buses going local school see 4 total children per fair enough dont always get 3 month leway period fix issue back saying called today avail service could avail free im 3.2k school im 3.3k eireanns logic found route offers quick 2.7k straight lie 2 roads direct school one 4.0k 3.7k know magical route maps route use 5k one direction keep mind beyond kids sick almost every day due weather given current crises would hope life would help ways nope service makes difficult. I live Carlow travelled partner kids dublin get transfer castleblayney due drivers patient driving missed connecting busses leaving either home town location going got stuck dublin allot money due outrages prices charge. I try address superior head office told go site complaints. today attempting get kids school register website another problem arises. date birth input field would accept 20/05/2015 valid date idiot website developers forgot remove blank spacing code atleast ignore haha. call help audacity ask 3 times know childs date birth also repeat 3 names got correct. straight ignorant youth choose leave country major public service cant even keep schedules say give take 15 minutes haha ok 15 minutes waited hour meant arrival time get . PLEASE DO ME A FAVOR stop insulting ireland title company irish way respect citizens im sure one complaints service. support office ignorant every manor dont make life easy families let alone low income families middle crises much humble ireland. tourist hoping come ireland throw idea window public service corrupt non elected government wait annoy youth enough service become redundant like already. charged prices pathetic customer service offer nothing spare middle east wearing bikini woman. happened good old days service cheap respectful punctual another dog society trying scrape barrel ever money get screw country ireland favor abandon service allow respectful considerate service help ireland moto go site company contradicts keep post updated going service camera record pleasantly disgusting service. also another note relating back school transport know kid uses local school service service claims make school 2.7k used phone point got collect drop point school woah nope exceeded 3.4k another l",2020-11-05
"109 Kells Dublin 109 Kells Dublin, morning services always terrible especially period pandemic. They send small buses morning majority people goes work bigger buses thereafter numbers people travelling reduced. Its unbelievable operate. Buses leaving due time, leaving passengers behind, buses late, exhausting. Terrible services route.",2020-11-05
POOR SERVICEI never come across poor quality service engages ignorant rude obnoxious employees regard respect travelers. I use get work Cork city daily I dont know point even posting review company regard customers.,2020-09-30
These drivers great job These drivers great job I always great experience,2020-09-19
Completely unreliable Completely unreliable. I waiting Waterford Wexford leaving half 4. A arrived WEXFORD screen driver got left. 20 minutes later comes back I ask happening says actually going cork. He showed interest helping extremely ignorant. He proceeded get back onto changed screen cork. Why say Wexford first place? It make sense. We told missed Wexford even though said NEW ROSS. There nobody office talk complete lack simple communication. Very deceiving,2020-09-19
"Would negative possible Would negative possible, service useless shouldnt trusted move donkey. Do us",2020-09-17
If I could give zero stars I would If I could give zero stars I would. Buses show scheduled explanation. Can't rely service all.,2020-09-12
"Time get car I thought Irish government cared climate change - well clearly joke state-sponsored service. There many things led realise always need car Ireland even live major city.1. Unreliable service, timetables mean nothing ,2. A life 9 pm, forgot get . even consider 11 pm.3. 2 3 drinks - wasted getting , actual drunk already sat back cans.4. The price.5. No pets even carrier, forget owning pet drive want pay 11 euro taxi 10 min drive cos there's Uber.6 Finally, fact completely dependent driver, enforce one thing another. A good example, I learnt today can't bring pet carrier vet despite fact I've years. Thought new policy always apparently, totally depends driver, kinda like new mask rule.",2020-08-26
"Not reliable all.. Not reliable all... They stop stop. The passed speed lane, even lane, driver ignored sign stop. So disappointed. Especially I work early mornings I relied transport. Why night time shifts respect customers.",2020-08-24
Worst service Always issue either late doesnt show .if plan go somewhere plan hour ahead probably wont show 20 minutes late Also dont take costumer complaints seriously,2020-08-16
"A joke national service provider Unable book ticket online Waterford Cork 40 service. Travel often Waterford Midelton, return Midleton either arrive bypasses Midleton Cork, does, ""full"" driver advise another following, reality means next hourly , either bypassed full. Spend average 3 hours waiting return Waterford. Have taken going Midelton Cork ensure trip . God help tourists trying use exasperating service!!!!!!",2020-08-14
"Driver stopping stops The driver stop stop completely ignoring fact people supposed get drove next stop 12km away I got leave announced we're stop insanely rude, saying we're actually yet I get back seat stop second that, I ended place I know wait another hour next everything around closed pay even buses, overall I'm disappointed.",2020-08-12
Awful Service. Cancels without telling customers They sold tickets online service cancelled made effort inform customers. I booked coach ticket airport Letterkeeny Dublin scramble organise 3 hour (400 Euros) taxi ride middle night I arrived station find locked 00:30am coach cancelled! What company cancels service THE AIRPORT without informing customers already paid?! They must know flights catch... I wrote explaining extreme inconvenience cost implications poor service communication. They replied WILL NOT compensating refund ticket (didn't happen 3 weeks). I forced pay 400 EUROS miss flight (due THEIR terrible service) reinburse single pound. BAD SERVICE. AVOID.,2020-08-11
"Very badly ran service Very badly ran service, always late.",2020-08-09
"Worst service planet earth Worst service planet earth, advertises guaranteed seats And priority boarding certain services, get told thing, first come first served. Avoid like plague",2020-07-24
"Most awkward paying service ever Most awkward paying service ever. If money leap card cant go anywhere. They wont take paper notes, meaning 12 coins. Being middle nowhere cant really break note top leap card. Driver didnt care all...",2020-07-21
Really accommodating service Really accommodating service. There limited space George Art done fantastic job ensuring everyone got safely. Theyve hard job deal lots people giving much appreciated,2020-07-17
"Terrible disregard customers Terrible disregard customers Covid-19 measures. Expensive, liars, scamming ""company"". I recommend taxi sharing",2020-07-17
"Extremely rude staff Got athlone Galway OK.. cleanest I mind much. It returning Galway Athlone. We ordered tickets online given paper copy previous driver. The inspector Athlone rudest man I've ever come across. He would listen side story. Like dare say receive paper copy ticket. We must stupid take paper copy machine. He eventually looked bookings, making us feel stupid small. The proof purchase there. The absolutely stank got clear cleaned. The air conditioning functioning either I best avoid using ireann on.",2020-07-17
"Painful 4 hours journey Cork Painful 4 hours journey Cork Dublin, without toilet.",2020-07-06
"Unbearable Unbearable, one star generous",2020-07-05
"A bunch people dole A bunch people dole 10 years got drivers jobs, never ever time arrive sometimes beyond brain dead, muts",2020-07-05
"Good... When Works!when good, good, often good. journey times already slow (why drive buss take 3 times long?!), add constant lateness makes unattractive option. use i've option.when compared private companies comparison. I guess one accountable (management staff - joys state run heavily unionised company!) can't expect company try hard.",2020-06-19
"Better cummication needed Cork pulls killarney Station, cleaned due covid 19, cleaning lady leaves , driver signel approach instead leaves soon lady left ! Perhaps consider hiring better staff actually care job drivers tend reputation rude im",2020-06-12
Refund Thank eiranne full refund due coronavirus 19,2020-05-28
"Awful Bad drivers, bad service, stops service indication, waited hour googling. Garbage.",2020-05-06
Really worst service Ive Really worst service Ive ever ever deal with. It completely run absolute flutes. Nobody gives damn anything anyone ireann. Just worst ever.,2020-05-03
"This morning experience amazing This morning experience amazing, morning terrible, driver make day. He kind, happy helpful bags everything. I use transport second time, drivers ireann wonderful peoples. Special THANKS FOR 109 A driver number LC 302 03.05.20 5:40.",2020-05-03
"Disgraceful service Disgraceful service never showed despite waiting 35mins Houston station stop.(15mins before/20mins after) I already paid(overpriced) return following day. In end I pay train get home imperative get home time(next 1.5hours later showed up) When I contacted incompetent service informed could grant refund partner due open return. The whole experience service riddled incompetence, driver clue better value getting return journey. He idea, another express (also ) service running(online website stated was), 5 notes left. When I asked 5 back end trip even say thank goodbye, good customer relations training ! The service 115 17:43 14th March mullingar dublin / dublin mullingar. I would plead anyone avoid awful incompetent service. Terrible price, standards, toilets , ignorant uninformed driver important show says will. I shocked inability remedy make complete mistake. I never ever travel long I live.",2020-03-16
Worst ever I came athlone mullingar took return ticket athlone saty mullingar 2days try get back home came early stop waited stop board says coming 17.50 5 didnt want loos last waited long realised 20.02 didnt come didnt money stay B& B OR HOTEL mom hired taxi athlone mullingar back athlone cost 180 euro cause one taxi guys knew. Today service really bad im gonna complain garda get back hom,2020-03-13
"Booked return trip Dublin airport Booked return trip Dublin airport Translink northern Ireland operates service conjunction eiran south Ireland. The advertised X2a. Twenty minutes advertised time eirann arrived signage subsequently put the""not service"" sign. This fact X2a. There queuing enforced get driver provided information. Not really acceptable given dealing tourists. made Banbridge breaking down. Without doubt worst cross border serv",2020-03-07
"Great driver I recently took Galway Knock airport. The driver commended courtesy towards passengers, particularly elderly. He drove safely , made great allowance road users. I praise enough. Take bow , driver Sligo 8.45 February 14th.",2020-03-05
50/50 chance time50/50 chance time. Terrible service regard customer experience. Complaints taken seriously. I'd love see service Ireland privatised least would accountability.,2020-02-22
Worst service country 115 Worst service country 115 always late drivers rude service line help . Not near good city link kearns,2020-01-11
Worse sitting bike saddle Such uncomfortable journey. Got Ryanair flight got Dublin airport Waterford. ( definitely coach ) Even seats Ryanair comfortable. Although clean seats shocking. No USB ports dont even know Wi Fi. Seriously need invest coaches bit luxury. The local buses Liverpool better this.,2020-01-09
"103 disgrace103 disgrace. Often never shows, live times never accurate ridiculously expensive. No one accountable",2020-01-08
"The never time The never time, even app says arriving 3 mins, doesnt show information inside app disappeared, reliable increases fare overtime. If money, get taxi.",2020-01-05
Its like gambling Its like gambling. You never know arrive.,2020-01-04
never times stated online never times stated online busstop leave Ashbourne Airport Dublin take taxi make sure time checkin flight. Not first time time made sure public transport better. I live Netherlands thats best europe checked everytime autorities.,2019-12-20
"An absolute fecking disgrace An absolute fecking disgrace company. They never leave time, stupidly priced, nearly drivers rude impatient pigs manners. They paid skilled yet constantly going strike deserve paid utterly crap job. I count many times showed explanation customers never showed mention I've seen busses nearly empty driver never stopped collect Passengers stop designated . Do favor boycott crap storm company. They every sense word fecking useless utterly incompetent.",2019-12-12
"103 109a awful service. The reason I'm writing I've luck 's customer service replying emails. My experience solely 103 109a routes. Both buses seldom less 10 minutes late ( I've never actually either one buses show time). Often 103 Dublin show left waiting upwards half hour two buses row drive I cannot fathom since neither buses even close full time. Getting 103 town Ashbourne I've left waiting two hours occasions drivers driving town clue next is, granted they're covering journey obviously fair hold anyways responsible would appreciated they're bit communications drivers drivers HQ passengers could told next is. The 109a even shocking I used rely get college would often show leaving waiting another hour next show up. The 109a meant airport I'm actually surprised lack service reliability given customers. I've actually never given 1 star review anything life I always try find sort redeeming quality something sadly I cannot say two services.",2019-12-07
"Not reliable one bit Not reliable one bit,why use timetables apps online buses never come close times,if come usually full,yous busy times swords drogheda 6pm onward run extra buses times.i stood cold hour 20 minutes twice week buses either didnt show full..use really dont clue run service... Matthews coaches way",2019-12-01
".... ..... Where I start? Always never time, poor time management. Staff even know drive properly. Always harsh braking. Need practice driving allowed drive press "" STOP"" button, I think means "" STOP"" drive past stop stop middle junction. Vehicles never clean, vomit urine upstairs Double Deckers. Like Matthews.ie, Halpenny Travel, Go Go AHead Ireland better job they've started expanding within past years recently. ..... let us down.",2019-09-30
"Not sure defined Not sure defined service?! Busses aften late, time cancelled without notice, tgey dirty, overpriced. Completely inadequate serve humans,",2019-09-24
Worst customer service Worst customer service. Never respond e mail queries. If phone extremely rude.,2019-08-28
"Absolutely awful service!! Absolutely awful service!! What finally pushed write review company due cancelled, notice, 'driver make it'.... I'm sorry that's excuse! I daughter me, next 2 hours time, I pay food & drinks I would needed time, I emailed I wanted refund, I felt least Eirreann could huge inconvenience. They emailed back, basically things bound go wrong time time, control, refused refund. If happen sitting window raining, chances get leaked packed can't move seats, buses old, serious need updating. No much legroom, often dirty, sometimes rude driver,and ny broken twice month!! But even worse that, ""customer Care"", I use term loosely, never, ever want know, I've complained, I always get basic standard reply.....very obvious care, all! There much better buses maybe 2 , opinion, I'd rather pay extra! The I switched light, airy, clean, leg room,sockets phones, DO NOT LEAK!! Plus express gets way ahead Eirreann. My daughter I used catch 4 times week, they've lost out.... But clearly, keeping customers happy top agenda, never been, never be, long pack passengers like sardines, that's care about!! I absolutely would recommend Eirreann!!",2019-07-17
