Review,Date
The driver polite steady The driver polite steady driver.,2023-08-26
The lady driver rude The lady driver rude . And seats without number assigned passenger thinking . Was chaotic,2023-08-28
The horrible stench toilets The horrible stench toilets intolerable many us passengers sitting behind. even offered option book reserved seats via online portal.,2023-08-25
Great trip great driver !,2023-08-24
left way scheduled Your left way scheduled Time.,2023-08-27
The stuff customer service The stuff customer service really rude took almost 11 hours get Liverpool bad experience,2023-08-25
always convenient easy toalways convenient easy use.. problems service thankyou.,2023-08-24
I mistakenly booked ticket I mistakenly booked ticket take long I remembered I contacted customer services could say can't assist ticket amendable horrible least money deduct make refund make coupon use next booking.,2023-08-24
"The hour late driver rude The hour late, friends wait freezing cold 3:00am 3:54am. The arrived 3:00am not. In addition, finally came, annoyed driver said people whos tickets 3:45 allowed . My 3:00am late, I miss it. The driver really rude, told us quiet , persuasion, finally let us on. I also payed extra money reserve seats, however different arrived, get given reserved seats. I would like refund.",2023-08-28
Good time keeping Good time keeping uncomfortable seats long distance.,2023-08-27
Good service The driver polite helpful journey back.,2023-08-23
Worst service never book Worst service I ever seen,2023-08-28
Very helpful driver As per previous trip driver extremely helpful helping I mobility issues. Very courteous friendly,2023-08-24
Good service good quality,2023-08-25
"Cheap reliable Its cheap, cheerful reliable. People complain running late cant helped. Drivers pleasant. It certainly way get around budget",2023-08-28
Delays I told get earlier scheduled time. To told I get leeds station told delayed 2 hours point havoc broke loose leeds everyone delayed. No communication customers really ideal.,2023-08-25
"The USB ports charging. The USB ports charging. There 15 minutes delay kick journey. Overall,the driver drove care cautious.",2023-08-27
We booked seats someone else took We booked seats someone else took seats adament booked seats. Guy from. company great got us seats bit hassle. Not really good couple move.,2023-08-28
Very bad experience.,2023-08-24
"Comfy clean . Comfy clean . On time. Polite drivers. Clean toilet, rubbish bags available. Comfortable temperature. Really good value!",2023-08-23
Toilets The toilets working smelt urine. Extra stops made allow passengers go toilet. This might one-off. Other journey fine.,2023-08-25
Driver brilliant Driver brilliant. Coach clean comfortable. Arrived destination slightly early despite late passengers boarding fosse park.,2023-08-27
The prices main thing The prices main thing. The journey tad uncomfortable cant complain 100 cheaper train!,2023-08-24
"Everything great - except lack working charger ports buses So first time using stands. We got 4.30am Newcastle London - took us minutes make sure proper stop small sign it. The driver courteous polite, checked tickets welcomed us aboard. We found seats well signed went. The problem coach found ink board phones chargers didnt work. Which problem I needed work journey. Luckily plug opposite position I could plug I disappointed chargers werent checked regularly - many people issue cause frustration among passengers. We got London good time - 30mins early change schedule last minute changed direct London instead stops. The original driver informed us change asked one going anywhere London, driver change new driver also informed passengers intended change made sure everyone aware. Same journey back - driver Ian informed us stops coming timings, change driver kept date timings even though 30mins behind schedule informed. Sadly charger ports werent working us either proved frustrating point passengers board.",2023-08-26
"Got coach Bristol Cardiff Got coach Bristol Cardiff 3:30 drove like 5 minutes pulled waited 10/15 minutes driver came said second driver hasnt shown sat hour came back said either send another pay taxis us, half hour later got told way, supposed home 5am got back 7am",2023-08-27
"Good trip overall It left time, reached destination good time. I able charge phone relax way. Enjoyed trip.",2023-08-26
"Racist Driver, Racist Company, Can't trust keep time. Not first untimely experience Was 6:50am middlesbrough Newcastle 28/08/23. arrive 7:35 am. Driver asked came late least offer apologies. Rather said took Newcastle explanation. Rather pacify customers, went ahead allowed whites prevented us (3 blacks entering ).",2023-08-27
Comfortable....reliable.. Comfortable....reliable... time,2023-08-26
"The 25th Aug late 1hour The 25th Aug late 1hour 20min seat I seat belt working , Wi Fi charger port broken stunk urine.",2023-08-25
"NEVER AGAINOnly got coach trains strikes, never again!! Over hour delayed communication, pretry sure anyone driver company driver completely rude, literally couldnt speak properly get even better driving recklessly fast Reading (which already quite difficult drive).",2023-08-27
The comfortable seats ever,2023-08-28
"No seat booking systems No seat booking systems. When I boarded coach seven hours journey majority two seater corners occupied single persons. You request someone move late night coach. We couple travel together wanted sit together. Therefore, take seat tail end really bumpy rough ride",2023-08-25
"The smelling urine bad The smelling bad. The toilet water flush, awful. Took 6:40 Cardiff London Victoria 25th August, 2023.",2023-08-25
"I didnt get last trip completed I didnt get last trip completed result traffic problems, waiting coach go Nottingham I told coach wasnt going I drop Cheltenham, I constantly support business I always seem arrive late",2023-08-23
All good except drivers smoking All good except drivers smoking stop went .,2023-08-23
"Good service caveat I already given feedback excellent customer service skills driver recent return trip get impression operates like Ryanair much seats booked almost resorted argument double booked seats. Although situation resolved would think twice booking again, sadly.",2023-08-23
"Smooth journey Smooth journey, hot cold, quick efficient",2023-08-25
staff nice helpful staff nice helpful always better National express I badly treated last time national express Driver assistance refuse travel I bad day driver help people nicely treated people.always,2023-08-27
"Gatwick Airport London Victoria service I used service Gatwick Airport London Victoria. The scheduled 3 am. 27 August 2023, came five minutes later, 3:05. The rest service good.",2023-08-26
Great service Polite friendly staff. Clean buses. Timings good-even arrived back 40 mins earlier scheduled!! Fab price,2023-08-26
I pre booked seats I pre booked seats taken passengers full chance ask move. I dont think option set show passengers seat reserved. This issue I journey.,2023-08-25
Just improve timing Just improve timing. Every aspect excellent,2023-08-27
"Bizarre experiencethe coach left roughly time (1000) Birmingham Manchester but, little disconcertingly, coach stopped first services - Hilton Park - driver proceeded tidy area swapped drivers colleague(?). Why done Birmingham 40 minute stopover I know. I assuming change driver official, private arrangement friends, could explain following events. This 'relief' driver drove original driver went sleep front passenger seats. The coach lose little time (20 mins approx) due change driver minor traffic congestion negotiated junction 15. For reason best known relief driver took slip road exit 18 (instead 19) proceeded head south M6. I told driver taken wrong exit would advisable get junction 17 ( Sandbach) get back M6 north. He went sailing past junction 17 voice raised telling get next junction. This woke original driver took time realised situation. By passengers noticed problem. One family particularly concerned international flight catch Manchester airport (out next scheduled stop). The original driver speaking driver foreign language I understand I unable work idea going on. He kept telling us get back seats first concern safety. We telling first concern heading right direction. Eventually relief driver get motorway rejoined heading north. I finally arrived Manchester 1310 - 1 hour late. I sure whether people managed get flight.",2023-08-18
"No cooling No cooling , worst toilet. Very bad smell inside",2023-08-27
Very good experience,2023-08-28
Perfect comfortable Perfect comfortable. On time great drivers.,2023-08-26
"People know job The driver know reservation looked like ticket made sit back . On top exchange driver , feeling took 30 min. The 2ashroom order. Another 15 min delay. In total 1 hr delay.",2023-08-27
I got station I I got station I see go maybe left I get refund pls,2023-08-26
"Poor customer service Poor customer service, charged double fee trip Gatwick. I paid Reading Gatwick, change Heathrow. At Hea. The Oxford charged extra amount. The extra amount using Oxford, I found un acceptable one company.",2023-08-25
Perth Glasgow late Perth Glasgow late meaning we'd miss connecting Preston staff organised held Glasgow took load minds,2023-08-22
The service little late arriving The service little late arriving Heathrow driver managed make time arrived early destination.,2023-08-22
The driver people coach The driver people coach polite understanding considering I 3 young children way back Birmingham visiting eldest.,2023-08-25
"No wifi available! No wifi available! livery 1 deck, disappointing I booked seat top deck!",2023-08-26
Turn time clean toilets arrive Turn time clean toilets arrive time,2023-08-28
My journey good enjoyed it. Bravo keep up. Big thank GREAT . I enjoyed every bit journey destination I nothing complain honestly,2023-08-24
"The journey ok toilet smelly The journey cancelled k apart toilet. The light wasnt flush didnt work. You stood urine slopped floor due toilet blocked. We could smell ! Drivers please make sure light switched on, I ask",2023-08-25
"half hour late half hour late, given traffic perfectly understandable information give time. When come full & didnt get seats paid for. drive back fine bar this, driver nice & friendly.",2023-08-24
Timely cost effective however Timely cost effective however return journey coach stank due toilet - also toilet wasnt usable condition water empty (for flushing toilet washing hands) plus toilet rolls left. The drivers friendly.,2023-08-26
I collected Middlesbrough I collected Middlesbrough station returning Newcastle Saturday evening The slightly late 30mins fine could track online The seats comfortable coach overly full. The Driver pleasant got us home quickly. My concern hence 3 stars smell toilets overpowering .,2023-08-25
It great experience,2023-08-28
On time fast,2023-08-23
Newcastle late one hour Newcastle late one hour. Apart rest fine,2023-08-24
"ran time ran time, arrived destination early. It seamless journey.",2023-08-26
"I love I love . Very affordable. Return ticket ( Reading Glasgow) 40. The coaches clean, new seats comfortable. The staff friendly welcoming",2023-08-23
Respectful helpful. On time. Very helpful respectful driver. Chatty happy.,2023-08-18
Great price Great price driver happy,2023-08-24
Got time arrive destination.,2023-08-26
"Great service On time, journeys, good friendly drivers, clean , issues whatsoever",2023-08-27
"Neatness coach, ground crew driver assistancet Neatness coach, availability toilet amenities.",2023-08-29
"I dislike fact I dislike fact air-conditioning plugs never worked charge phones, toilet always smells.",2023-08-27
It clean spacious comfortable It clean spacious comfortable & driver friendly & helpful,2023-08-24
time time. Lovely female driver. Arrived early.,2023-08-27
"I wouldnt know I cancel I wouldnt know I cancel weeks ago, due family reasons, told I couldnt money back 70 drain",2023-08-24
Coach 40 minutes late arriving Coach 40 minutes late arriving Nottingham left 85 year old mother stood city knowing I journey ok comfortable. This Friday 18/8/2023 No apology made driver. On way back coach half hour late arriving made time motorway journey comfortable. This Friday 25/8/2023 No Apology made journey either.,2023-08-18
2hours fifteen minutes late 2hours fifteen minutes late no-one answer why. No toilet working smell putting eating. When got Edinburgh change city link glasgow working. I left Oxford 10.15 28/08/2023 make sure I time 22.00 l9ndon glasgow arrive back glasgow 12.30 29/08/2023 older made joints ache. I longer use also happened christmas,2023-08-27
"The Birmingham Cardiff smelly The Birmingham Cardiff smelled like sewers. It stunk moment got . In addition, sit towards back smell urine even stronger. If someone opened door toilet, smell intense. Even scented mask would helped. We felt quite sick smell. This case return , issues.",2023-08-23
"Great ride, dirty , broken phone chargers Great ride, albeit delayed departure Bristol explanation apology driver. He drive well. Only giving three stars disappointed state . Food previous riders floor phone chargers didnt work! Todays riders expect better this.",2023-08-28
Another terrible booking The cancelled Dec last year ruining Xmas 3 children. I emailed twice get refund response back you. This time 38 mins late wait outside station getting soaked wet through.,2023-08-25
Good information good staff Good information good staff Comfortable seats clean,2023-08-27
Nice ride Good srivce thanks,2023-08-27
Review As wheelchair User able use Coach Toliet I asked I could use Disabled Toliet Tibself service's pulled anyway change Driver's I allowed go Toliet services Had cross legs rest Trip The Excuse used Don't Know get wheelchair space back All Drivers Should trained getting wheelchair users space ; also told wheelchair space already Pre paired driver aware driver arrived Didn't Know meat space ready I feel sorry driver Having To use break deal space. Please Future make sure tell people act say done Wasn't done,2023-08-25
Poor service I return Sunday 5:20 waiting station another parked asked driver said coming around waited didnt come asked another one said gone front station one missed,2023-08-26
Staff smartly presented informative Staff smartly presented informative checking seats bags. Provuded clear information regarding policies company thanked passengers custom.,2023-08-24
"Stressful went bad Coventry, finally switch buses Birmingham waiting replacement 3 hours. Toilet jam replacement . Got leeds switch yet another . Estimated arrival 7:30 became 10pm. Been experiencing various incidences lately including delays.",2023-08-25
trip London totrip London Glasgow return ok seats little uncomfortable way seats windows curtain missing. So would expecting team work missing things reached destination time. Great work,2023-08-27
I give 5 stars I give 5 stars make many stops Derby London vice versa,2023-08-27
Spot journey really nice Spot journey really nice comfortable time,2023-08-23
Excellent Excellent great,2023-08-27
Awesome Awesome service great,2023-08-26
There transport strike There transport strike driver kindly let buy ticket online get leave,2023-08-25
First time using greatest First time using greatest experience travelling Birmingham Southampton suppose get Southampton City centre thr stop driver carrier Portsmouth,2023-08-24
comfort bad. Journey horrible.,2023-08-23
Very comfy & staff helpful The coach comfy . The driver 's friendly & helpful . Would travel Thankyou,2023-08-24
Always late I took 2 return coach trips megabucks occasions coach late hour last journey driver drove around Leeds 20 mins b4 parking space available also reserved seat signs left seats previous coach journeys made pain keep.moving unreserved seats left.... I'm taking next trip flexibus see better,2023-08-27
Travelled 6 children space Travelled 6 children space amazing ran smoothly short journey driver lovely,2023-08-27
"Great value!! Clean, tidy, happy reserved seat punctional departure :) friendly driver!",2023-08-24
"I didnt good experience I didnt good experience I couldnt use USB working I needed work laptop I couldnt charge . The toilet disgusting smelt horrible tap work, toilet paper I disappointed.",2023-08-10
The coach super comfortable The coach super comfortable journey hoped expected. The set backs lateness (expected Bank Holiday) poor organisation multiple Birmingham could saved lot time hassle. Overall good experience first use certainly last.,2023-08-25
excellent service,2023-08-26
My trip safe secured My trip safe secured. The left time without delay scheduled. There Comfort lively.,2023-08-22
"Cheap ( particularly) cheerful I say I found experience, fairly unsatisfactory. I know terms coach journey, much driver mate particularly do. But I felt opportunity make feel valued customer "" ""meet greet"" poor non existent. The reserving seats pay extra for, process non existent. My paid seat sat in. Not much problem single traveller. But get I paid for. No explanation Wi Fi, services( any)? The coach clean tidy, bag rubbish seat. The luggage racks overhead really fit purpose small back pack, fit. Seats pretty uncomfortable. The worse aspect toilets ( used me) smell pretty potent makes gag times. I also e mailed cancel return trip , polite request discount available. I expect , get any. The response pretty rubbish, absolutely nothing encourage travel . As nothing total experience. Would I travel . Not unless I really to. Hence 2 star reviews. Nothing majorly wrong, absolutely nothing done encourage travel again, I probably won't.",2023-08-24
I want refund back really I want refund back really missed everyone took place honest every time I go washroom keep taking place,2023-08-24
"Service time Service time , clean, staff friendly even made little time journey",2023-08-25
Good experience,2023-08-25
"On return trip London On return trip London Manchester, reserved seats 33 & 34 duly paid taken people refused give seats.",2023-08-28
Excellent It time & everthing perfect,2023-08-25
"No driver At time needed change drivers, driver didnt show up. We waited hour tiring.",2023-08-20
Cheap efficient way get London. No Wi Fi available coaches. Long journeys need Wi Fi. No toilet roll coaches.,2023-08-25
Trip Glasgow My trip time drivers good friendly. The tickets reasonably priced. I would definitely use service again.,2023-08-17
I travel I I travel I miscarriage know long I would recover I wanted refund times hard nope even cause bad circumstances that's terrible I want lose baby,2023-08-23
Late arrival The 3hours late due brake Birmingham unfortunate lack communication trying contact someone impossible replacement basic comfortable facilities. But credit driver tried make time,2023-08-24
Pooor poor poor poor,2023-08-27
"There rarely hand wash water There rarely hand wash water toilet roll. I bring time. Journey great, factor truly disgusting",2023-08-20
"A Long Day. It first time I ever used I happened picka day M1 closed due toan accident. The coach full andseveral seats appeared doublebooked. After 2/3 hours waiting theservice station new driver arrive finally continued journey. Many passengers vacated busat service station,so coach wasless crowded been. We gotinto London 20.00 onthe road day. Coming back I got earlier coach N. E. Leedsthan original later return ticket M. B.",2023-08-21
"worst experience ever. Stopping change driver near enough every 20/30 minutes get swapping driver every half hour awful. Personal space legroom may well exist. Dont bother sitting back youre tall youll doubt leave head injury small space floor luggage rack. Chargers didnt work, wifi board. Everyone sat burning sweating drivers heating none air conditioning working. Worst experience ever. Will booking company again.",2023-08-28
Drivers always friendly Drivers always friendly courteous informative. .,2023-08-26
It much much late,2023-08-22
"My didnt get station My didnt get station, passengers stayed night waiting called insisted wasnt. They responsibility customer even lied us. There also way track know anything it.",2023-08-26
On time great service price,2023-08-23
"Birmingham Heathrow Birmingham Heathrow. 24/8/23 arrived late- 20 mins. Not bad. Had reserved seat. pretty dirty inside. Rubbish left seats. Warm day - busy , stuffy onboard. Pit stop - 15 mins. Then unexpected stop / transfer buses another 20 mins late. two packed. Left wondering I booked seat. Arrived 45 min later Heathrow. Plus side - staff friendly.",2023-08-23
"Punctuality. Punctuality. Very comfortable leg room. My return trip good all. Not totally used 24hr time format, trip 2200 Wednesday actually 1000 Wednesday. The driver listen all. Which I found little harsh.",2023-08-23
"Excellent Spacious, time.",2023-08-27
"Booked hull manchester changing Booked hull manchester changing Leeds 20th August, turn up, Manchester early ended going shares 2 people taxi Leeds meet . There way get touch anyone time morning no-one got touch passengers waiting.",2023-08-20
first time using megabusthis first time using went cardiff london. absolute breeze. definitely using,2023-08-27
Increase seating space bagpack Increase seating space bagpack luggage area.,2023-08-24
Good weekend I booked present partner granddaughter,2023-08-24
Needs introduce toilet breaks Needs introduce toilet breaks. Temperature far cold.,2023-08-24
Very good ran time driver Very good ran time driver top quality,2023-08-26
The air condition wasnt working The air condition wasnt working thereby making stuffy.,2023-08-26
"No seats Arrived late, seats I purchased 2 young children due driver checking tickets effectively, therefor required driver check tickets passengers took hour find extra passengers let coach without tickets. Not happy",2023-08-22
Location Location Awesome new stop Birmingham coach shelter Easy find Awesome service Dont forget quidco.com 1st,2023-08-27
To late break,2023-08-25
"Making pessengers waiting Making pessengers waiting coldness, difficult locate coach, service unreliable, countless delays, explanations proper apologies.",2023-08-25
On time driver Co really nice,2023-08-28
Lack punctuality poor service The I scheduled get supposed leave 10.00 pm. It leave 11.30 pm. The people Victoria Station bad providing information exactly going on. They appeared interested talking amongst providing reassurance regularly passengers waiting.,2023-08-25
My turn My turn up. I book wait 5 hours next 1and half hour late. No support advice information.,2023-08-24
"The came delayed The came delayed, charger socket work, I gave phone back passenger charge",2023-08-25
Its good travell Great,2023-08-28
"First travel !. First travel , excellent. Drivers 1st class, especially lady 20th Aug Manchester express service London. Missed booking return express return journey saw country. Many Thanks travel again. Great value. I recommend.",2023-08-19
good cheap ride highly recommended,2023-08-23
Just normal lateness,2023-08-26
Experience Good Seats comfortable Need improve1. On time (late 20 mins)2. No Wi- Fi3. Should short break cities,2023-08-27
Coach trip Manchester Started time arrived arrival time destination.,2023-08-24
comfortable journeygood. time. comfortable.,2023-08-24
"Professional driver Leeds Professional driver Leeds London. Lovely guy. Clear instructions, announcements.",2023-08-26
Customer Service No refund credit note.....not good enough,2023-08-20
Good customer services.,2023-08-17
"Happy traveller From start barnstaple terminating huddersfield, 3, different drivers, polite helpful, every passenger greeted directed appropriate entry stairs seating arrangements. Very pleasant journey",2023-08-24
"Mehabus late arriving Mehabus late arriving birmingham. It broke get another coach didnt leave birmingham 415. We wasnt explained going finally asked driver, driver attitude. We finally got bristol wait sode road next coach come. We told varies different excuses going. I child access toilets anything.",2023-08-23
All good All good nice travelling,2023-08-23
First time excellent First time excellent service. I'll certainly using often future. You got spot well done.,2023-08-25
I think attention paid I think attention paid seat reservations. My old dad little nephew sit regular seats London Manchester 12/08/2023 back 18/08/2023. The extra leg room seats reserved 'reserved'. Refunding money compensate anything!,2023-08-12
Dreadful customer service driver bad road rage If u loose luggage able pick frm location close u ... plumbs .. either pick frm London Glasgow lol ... absolute joke I would never use ever,2023-08-26
Good great definitely go,2023-08-26
Very good polite driver Very good polite driver helpful thankyou,2023-08-22
"Relaxing journey Timely, smooth, relaxing, comfortable, scenic, journey. Good staff,",2023-08-26
There internet service There internet service USB ports working,2023-08-25
"I used 3 times I used 3 times now, delay two times. 2 hours another time one hour. It acceptable all. I mean delay 66% cases!! Thanks",2023-08-25
Sat waiting 1pm booked Sat waiting 1pm booked 7 others. No sign delayed coach zero communication. I want full refund compensate knock effect,2023-08-28
Fair price Was time fair price,2023-08-26
Yesterday's M20 Glasgow London (09.30) Yesterday's M20 Glasgow London took 14h30m despite encountering minor traffic congestion Northumberland. Stopped Edinburgh best part 2 hours another hour Newcastle (where two frustrated passengers disembarked get train London) well 30 minutes Sheffield. No explanation apology offered passengers. One star least completing journey allowing catch home midnight.,2023-08-27
You're always never time pick You're always never time pick passengers Birmingham Manchester. Always excuses! I can't remember many times Birmingham Manchester came time. Frustrating.,2023-08-23
newcastle glasgow interestingnewcastle glasgow interesting route right along coast real tourist route hard believe scotland like ireland northern france,2023-08-24
Coach late leaving Newcastle Coach late leaving Newcastle. People started arguing seats upstairs forcing staff stop eventually ended hour late london,2023-08-23
"Fantastic Driver Fantastic Driver, Comfort ride. I always ride .",2023-08-27
Booked one day early mistake Booked one day early mistake wouldnt let change free silly error,2023-08-27
Departed late arrived Departed late arrived destination 90 minutes late. Poor air conditioning air flow.,2023-08-25
Neat buses driver timely Neat buses driver timely . Overall experience fair enough. Except toilets unkept cooling enough.,2023-08-27
Safe journey,2023-08-26
"Disorganised replacement taxis unsafe seats replacement coach Our first coach (and one meant depart hour half earlier) technical issues. Though replacement taxis organised, communicated crowd passengers waiting. We managed get taxi got us destination, easily 100 others still waiting taxis arrive. Then coach home replacement vehicle allowed sit pre-booked seats. We pre-book front accommodate disability. Instead struggle back coach uncomfortable whole way. The driver polite stated front seats deemed unsafe passengers could use them, odd statement didnt inspire confidence. Quite worried things next trip already booked.",2023-08-26
"almost everything OKEverything OK, except temperature . We going night extremely cold.",2023-08-23
The coach time used The coach time used chartered coach. No charging point Wi Fi,2023-08-27
"Bank Holiday w/e innit, expected. Perfect journey outwards sold out/oversold. return journey late due motorway issues, experienced journey (obviously control) fact busy made little uncomfortable/cramped.",2023-08-27
"On way glasgow birmingham On way glasgow birmingham ,far hot , cramped, return, toilet working . Aircon freezing ,had wear jacket hood. late arriving, make several toilet stops. Seats far close together. Like company shortened leg space get seats in. Im short legs stick onto aisle. Guy next 6ft discomfort. People puting seats back sleep left impossible move get seat. Will looking alternative travel next time .",2023-08-27
I enjoyed journey,2023-08-27
"Good travel comfort time Good travel comfort time reach destination far apart recommended USBs working tried connect phone charging. But overall, I enjoyed journey lot. Thanks .",2023-08-27
The broke almost 2 The broke almost 2 half hour late really disappointing missed special event need refund,2023-08-23
"Terrible experience On return journey Sheffield London, buses late. 40 minutes 20 minutes. The rerun journey horrible. The hot I begging get it. 4 hours oppressive heat. People deserve better this. Were cattle",2023-08-27
I lost bag didnt get ut back I lost bag didnt get ut back contained late mams ring,2023-08-24
Bad trip Toilet small never worked properly. Seat numbers different numbers Mac Leans. So different seat positions leg room tight. Eight hours straight without break exercise good.,2023-08-25
1 hour 30 minutes late 1 hour 30 minutes late staff tell us was. No plugs,2023-08-25
"It worst public transport system It worst public transport system I ever experienced. Poor customer service,delay picking fro,zero communication. I would recommend service anyone.",2023-08-25
Too warm Doesnt help heating going middle summer I 36 weeks pregnant toilets vile dont get cleaned enough,2023-08-27
Awesome service. Punctual professional I bit apprehensive first duration travel cost compared operators surpassed flying colours. Definitely 5* always recommend,2023-08-23
Dundee Glasgow good Dundee Glasgow good. But Glasgow people stand helpful rude. They need understand sheer helplessness person know do. Instead blaming read terms conditions. However drivers really good,2023-08-25
Shocking experience Shocking experience. late communication whatsoever. We missed connection airport pay taxi. No refund given apology empathy rude driver!,2023-08-22
Smooth drive pleasant journey,2023-08-27
"Lateness On way London, driver half hour late arriving shop. Then meaning I missed transfer stuck Bristol 2hours. Also missed transfer way back Bristol due waiting Heathrow 25 mins",2023-08-21
The seat near toilet smelly.,2023-08-22
Seats good,2023-08-25
"One passenger students One passenger students smoking , electronic one. Please take measures it.",2023-08-27
The hour half The hour half late. I booked paid reserved seat. The came reserved seats. The service getting unacceptable especially since prices raised.,2023-08-24
Awful The broke proceeded wait 3 hours information. Then told taxi would way would another 2. No form financial compensation either. Absolutely awful,2023-08-27
"Snakes Ramping prices train strikes, implying almost full theyre - uncomfortable. Smell. Annoyed I rely unreliable service due train politics pay ridiculous prices",2023-08-25
It unpleasant smell It unpleasant smell London Bristol yesterday.see ticket when.,2023-08-28
I bought ticket due train strikes I bought ticket due train strikes stop quite bit town centre got mins early see pulling away I assume beat end football match around corner,2023-08-25
Good comfortable journey,2023-08-27
"Good drivers Good drivers, nice",2023-08-27
punctual,2023-08-25
The driver super kind helped The driver super kind helped figure I supposed on. I anxiety really helped make trip pleasant one.,2023-08-27
"No refund missed No refund missed , even ticket postal code directions. Difficult locate, took hour",2023-08-26
My late 3h ..,2023-08-20
On time apart motorway accident & friendly drivers On time & friendly drivers,2023-08-25
Comfy seats Comfy seats . Nice drivers . Great price. Only problem table smaller led belive .,2023-08-20
"early journeys early journeys. Both buses smart snd spotless. Charging points, space belongings working toilet too! Nice staff return journey even got back early! Our outward journey exactly time :)",2023-08-25
"Broke Hello!i took one coach services Manchester Bristol yesterday(36-6772-260823- M36 N-0830- MAN- BRI). however, coach disrupted mid-journey stopped almost 2 hours. On top that, switch buses made already long tiring journey even worse.the disruption caused lot inconvenience would appreciate refunded fare Bristol. Thank You cooperation matter.",2023-08-25
delayed 35 minute washroom delayed 35 minute washroom clean wifi working hell service want refund back,2023-08-27
"All went according plan All went according plan enjoyed journey. We appreciate all, polite drivers.",2023-08-21
No comment possible No comment possible circumstances.!.,2023-08-26
broke twice broke twice. Aircon broken charging plugs broken I sat.,2023-08-27
uncomfortable seats toilets isuncomfortable seats toilets smelling time.,2023-08-24
two hours late. 2 hours 15 mins late. N communication first hour. Then lied replacement sent Cardiff. The 10am service left 8:30 service. We able board 10am service full. Refund denied. Absolute shambles service. Do use must somewhere time. We appointment 2 pm booked 8:30 . We still miss appointment. Never again!,2023-08-29
"I supposed reach London 8.40pm I supposed reach London 8.40pm, instead I reached London 12am night. As solo woman traveller nightmare. Almost 13hrs journey Edinburgh London.",2023-08-28
Me friend bad experience Me friend bad experience going Scotland. We reserved seats gave seat want to. But paid seats tickets. We ask driver said possible front seat. We ask refund say anything. Not ideal reserved seat beforehand.,2023-08-10
"Thank you!.. I travelling Manchester london today morning. There six others station waiting flix driver didnt stoped us left. We even tried contact aint helped well, even didnt refunded. The next london , explained situation them. The drivers extremely kind even call next stops find seats us. They accommodated us trip happy experience. This first time Im travelling . Every-time I great experience regards timing friendship drivers. Thank you!",2023-08-28
On outward journey problem On outward journey problem lovely seat leg room return due breakdown coach substituted seats reserved leg room 6ft person leg problem.there delay due traffic unavoidable,2023-08-25
Unauthorised withdrawal Great experience . Thank,2023-07-20
"Great journey even though long Great journey even though long. Charging points every seat although working, slightly disappointing. Otherwise excellent driver good long stop north Leeds",2023-08-12
The night coach over-heated The night coach over-heated. I could get comfy seat. My back bum started hurt. I usually manage Ryanair flights without suffering.,2023-08-15
"Awful Awful, hour late rude drivers. Never",2023-08-26
1 hour delay1 hour delay. Bad first experience,2023-08-25
"Not good Delayed 55 minutes, guy operating said put ur bag - didnt even offer help.. I dont mind things coach companies always least offer help packing coach bright side, I got eventually",2023-08-25
"Cheap reliable Times pick drop spot on! Clean, comfortable coach. The price return ticket amazing! Will defo using again!",2023-08-13
Comfort safe travelling Comfortable highly reliable. Friendly staff. Smooth ride. Very punctual departures arrivals.,2023-07-20
You got Inverness Birmingham You got Inverness Birmingham time stated. For reasonable cost. Thankyou,2023-08-12
"DO NOT USE - COMPLETE WASTE OF TIME! A advisor took almost hour come chat support. After time waiting (with apology), I told times confirmed journey nothing else do. Therefore, leaving amount knowledge I hour ago completely able use service. Not acceptable 2023!",2023-08-24
Good fare Good fare. poor toilet location/size,2023-05-06
"Your Drivers continue Your Drivers continue helpful however,on visit recently Portsmouth see Family 6 us travelled l.myself disappointed NO ,but Coach (hired) someone mobility issues, l occasion sit be-hind driver legroom l able sit first 2 seats caused great pain leg room, unable occasion book seats. Upon arrival Portsmouth l pain knees locked position+struggled get Coach. On return seats booked due hired Coach,again trip.home exactly same, NO legroom yet 4+half hr journey thing happened knees locked+l struggled get coach,the passengers B'ham helped get driver sorting suitcases. The thought another 50min journey follow mini- home+being uncomfortable yet became quite distressing l option.l appreciate need extra coaches,but needs options us registered disabled+not necessarily wheelchairs considered travel travel services.l continue recommend friends,family,members public,but sure people dis- abilities sadly!!",2023-08-04
"The trip london Edinburgh M20 The trip london Edinburgh M20 24th August disaster. Coach changed without prior notice. 2 tier(floor) changed single tier. Reserved seats changed unreserved asked boarding told staff send mail enquiry team refund reserved seat amount. Announcement station given ""coach cleaned that's delay. Empty wrappers bottels seats. When requested reserved seat staff said "" drop mail enquiries reserved seat refund, asked turn air conditioning told get inside coach else coach move further"". Booked tickets row enjoy journey family sit apart available seats given. Finally started 30 minutes late. Air conditioning working. Was waiting sometime staff realize something it. When asked said adjusted settings dint practical stopped diesel filling minutes. stinking badly body orders due heat coach. Later filling fuel seems turned air conditioning Lil better worse. Guys please read terms conditions choosing service. For complaints current journey might take 14 days reply mentioned site shows important customer feedback them. I misguided posts/reviews assumed best service. No wifi service. If customer cancel change trip 48 hours departure else refund, services coaches, facilities changed right time boarding without notice customer. How far correct justified. No contact(email) management team get notice. This journey 1 2 hours. It's 9 hours horrible experience together. Please aware rules regulations booking.",2023-08-23
"2 hours late2 hours late , air con ventilation. Middle summer. When I contacted service make complaint apologised refund . Not good enough.",2023-08-03
The team members lovely The team members lovely. But internet connection,2023-08-12
